row_id,Game Name,Discount,Price,Rating,Release Date
715,Gabenwood: 99 Hidden Bucks,-50%,"R$ 1,74",84.36%,Nov 2022
716,Super Alloy Ranger,-45%,"R$ 15,40",84.36%,Sep 2022
717,Gary Grigsby's War in the East,-70%,"R$ 87,41",84.33%,Dec 2010
718,Marble World,-40%,"R$ 28,49",84.33%,May 2021
719,Tropical Resort Story,-40%,"R$ 11,15",84.32%,Apr 2023
720,SAO Utils: Beta,-10%,"R$ 7,82",84.29%,Mar 2018
721,Ninki Seiyuu: How to Make a Pop Voice Actress,-80%,"R$ 15,09",84.28%,Oct 2021
722,Pocket Academy 3,-30%,"R$ 13,01",84.28%,Jul 2023
723,Drift Phonk 666,-50%,"R$ 1,74",84.17%,Apr 2021
724,Space Raiders in Space,-80%,"R$ 4,13",84.16%,Dec 2020
725,Three Kingdoms: The Blood Moon,-25%,"R$ 22,49",84.14%,Mar 2024
726,Reconnecting,-50%,"R$ 8,49",84.13%,Jun 2023
727,Borderlands 3,-90%,"R$ 11,99",84.12%,Mar 2020
728,Battle Academy 2: Eastern Front,-76%,"R$ 25,91",84.12%,Sep 2014
729,KamiYaba: Destiny on a Dicey Deadline,-80%,"R$ 9,49",84.11%,Jan 2022
730,Beyond a Steel Sky,-80%,"R$ 13,19",84.09%,Jul 2020
731,Need for Speed™ Payback,-75%,"R$ 22,25",84.09%,Nov 2017
732,The Secret of Retropolis,-60%,"R$ 10,75",84.08%,Jul 2021
733,Hourglass,-80%,"R$ 7,59",84.07%,Oct 2021
734,Director Simulator,-20%,"R$ 33,59",84.07%,Jul 2024
735,Odallus: The Dark Call,-50%,"R$ 12,49",84.01%,Jul 2015
736,Hypnosis Card 2 Happy Life,-10%,"R$ 37,79",83.99%,Oct 2024
737,Space Gladiators,-50%,"R$ 14,49",83.98%,Mar 2021
738,Combots,-75%,"R$ 4,24",83.97%,Jul 2021
739,Tick Tock: A Tale for Two,-50%,"R$ 9,50",83.97%,Mar 2019
740,10 Seconds to Win!,-30%,"R$ 2,44",83.97%,Dec 2021
741,Late Shift,-53%,"R$ 22,08",83.95%,Apr 2017
742,Love of Magic,-40%,"R$ 17,39",83.93%,Dec 2020
743,Futa Fix Dick Dine and Dash,-30%,"R$ 17,42",83.93%,Dec 2020
744,Deep Rock Galactic: Survivor,-25%,"R$ 24,74",83.93%,Feb 2024
745,Scorchlands,-25%,"R$ 28,86",83.92%,Jul 2024
746,Helheim Hassle,-95%,"R$ 2,99",83.91%,Aug 2020
747,Lamplight City,-48%,"R$ 25,48",83.90%,Sep 2018
748,Looper Tactics,-25%,"R$ 26,84",83.90%,Aug 2023
749,A Highland Song,-40%,"R$ 32,99",83.87%,Dec 2023
750,Blaster Master Zero 2,-50%,"R$ 17,74",83.86%,Nov 2019
751,Prison Simulator,-43%,"R$ 36,56",83.79%,Nov 2021
752,Last Day of June,-75%,"R$ 9,24",83.76%,Aug 2017
753,Farmer's Life,-55%,"R$ 37,46",83.76%,Oct 2023
754,Merchant of the Six Kingdoms,-50%,"R$ 23,49",83.76%,Jun 2023
755,Gary Grigsby's War in the East 2,-50%,"R$ 145,69",83.76%,Dec 2021
756,Lake,-60%,"R$ 15,19",83.75%,Sep 2021
757,Super Mining Mechs,-20%,"R$ 13,59",83.75%,Oct 2024
758,Niche - a genetics survival game,-60%,"R$ 21,99",83.71%,Sep 2016
759,Splodey,-30%,"R$ 29,39",83.71%,Jun 2024
760,CLeM,-40%,"R$ 29,99",83.69%,Feb 2024
761,子归 - Blossom,-21%,"R$ 20,92",83.66%,Jul 2024
762,Slow living with Princess,-50%,"R$ 29,99",83.65%,Oct 2023
763,Battle Ram,-95%,"R$ 4,44",83.63%,Jan 2023
764,Mad Nords: Probably an Epic Quest,-80%,"R$ 4,09",83.63%,Dec 2016
765,Nope Nope Nope Nurses,-40%,"R$ 37,47",83.63%,Jan 2023
766,The Plague Doctor of Wippra,-20%,"R$ 26,39",83.62%,Oct 2022
767,The Matchless Kungfu,-20%,"R$ 47,99",83.60%,Nov 2024
768,Ozymandias: Bronze Age Empire Sim,-50%,"R$ 14,49",83.58%,Oct 2022
769,Parfait Remake,-29%,"R$ 72,41",83.55%,Jul 2024
770,Q-YO Blaster,-90%,"R$ 3,29",83.54%,Jan 2018
771,TFC: The Fertile Crescent,-40%,"R$ 17,39",83.54%,Jun 2024
772,The Disney Afternoon Collection,-75%,"R$ 9,99",83.51%,Apr 2017
773,Tobla - Divine Path,-25%,"R$ 19,86",83.50%,Mar 2024
774,Havendock,-60%,"R$ 19,99",83.49%,Apr 2023
775,Fashion Police Squad,-50%,"R$ 29,99",83.46%,Aug 2022
776,CODE VEIN,-85%,"R$ 29,99",83.44%,Sep 2019
777,Dustland Delivery,-20%,"R$ 21,19",83.44%,Nov 2024
778,To Be or Not To Be,-50%,"R$ 5,24",83.37%,Feb 2015
779,XCOM® 2,-95%,"R$ 4,99",83.35%,Feb 2016
780,Tacoma,-76%,"R$ 14,39",83.34%,Aug 2017
781,E.Z,-35%,"R$ 4,54",83.34%,Feb 2018
782,In Other Waters,-75%,"R$ 11,74",83.31%,Apr 2020
783,ECO HOLE,-92%,"R$ 2,63",83.30%,Oct 2021
784,GLAD VALAKAS TOWER DEFENCE,-50%,"R$ 1,74",83.30%,Dec 2018
785,Necrosmith,-60%,"R$ 4,19",83.25%,Jul 2022
786,Guard Duty,-80%,"R$ 4,13",83.24%,May 2019
787,Thea: The Awakening,-50%,"R$ 18,49",83.24%,Nov 2015
788,Unforeseen Incidents,-35%,"R$ 34,80",83.24%,May 2018
789,Worms W.M.D,-85%,"R$ 23,98",83.23%,Aug 2016
790,Magical Diary: Wolf Hall,-65%,"R$ 25,89",83.23%,Feb 2020
791,Meteor World Actor: Badge & Dagger,-70%,"R$ 10,49",83.10%,Jun 2022
792,Samorost 2,-80%,"R$ 2,99",83.09%,Dec 2009
793,Seers Isle,-30%,"R$ 31,14",83.08%,Sep 2018
794,OPUS: The Day We Found Earth,-50%,"R$ 23,49",83.07%,Apr 2016
795,Rock 'N' Roll Defense,-50%,"R$ 1,74",83.05%,Aug 2016
796,Room 301 NO.6,-40%,"R$ 5,21",82.95%,Sep 2022
797,Gnomes Garden 2,-28%,"R$ 12,79",82.95%,May 2016
798,Ancient Enemy,-75%,"R$ 11,74",82.93%,Apr 2020
799,Massacre At The Mirage,-20%,"R$ 32,30",82.92%,Oct 2024
800,That Flipping Mountain,-83%,"R$ 2,46",82.90%,Nov 2021
801,Capcom Beat 'Em Up Bundle,-50%,"R$ 19,99",82.89%,Oct 2018
802,WW2 Rebuilder,-47%,"R$ 56,59",82.88%,Jan 2023
803,Zorbus,-30%,"R$ 14,34",82.86%,Sep 2022
804,Eiyuden Chronicle: Rising,-70%,"R$ 17,99",82.83%,May 2022
805,Pluviophile,-50%,"R$ 1,74",82.82%,Jun 2020
806,Five Dates,-47%,"R$ 24,90",82.80%,Nov 2020
807,Mega Man Legacy Collection,-60%,"R$ 19,96",82.77%,Aug 2015
808,Need for Speed™ Heat,-85%,"R$ 41,85",82.73%,Nov 2019
809,Heaven's Vault,-70%,"R$ 14,24",82.73%,Apr 2019
810,Remnants of Naezith,-75%,"R$ 8,24",82.72%,Feb 2018
811,篱笆庄秘闻 / Mysteries of Fence,-20%,"R$ 11,03",82.71%,Jul 2017
812,Chronology,-80%,"R$ 2,09",82.66%,May 2014
813,Make America Great Again: The Trump Presidency,-32%,"R$ 5,86",82.66%,Sep 2016
814,目盲/Blind,-25%,"R$ 4,86",82.64%,Nov 2022
815,The Preposterous Awesomeness of Everything,-60%,"R$ 8,39",82.61%,Feb 2016
816,Zeliria Sanctuary,-50%,"R$ 10,34",82.61%,Jan 2019
817,Land Of Idyllic Beauty,-20%,"R$ 30,79",82.61%,Aug 2024
818,Angry Putin,-10%,"R$ 2,06",82.61%,Feb 2021
819,Instant Farmer - Logic Puzzle,-30%,"R$ 4,89",82.58%,Feb 2021
820,Umbraclaw,-32%,"R$ 84,99",82.56%,May 2024
821,Blaster Master Zero 3,-50%,"R$ 37,49",82.55%,Jul 2021
822,Nature And Life - Drunk On Nectar,-20%,"R$ 22,39",82.45%,Nov 2016
823,Armored Brigade,-50%,"R$ 53,99",82.44%,Nov 2018
824,Galacticare,-20%,"R$ 71,19",82.40%,May 2024
825,Mega Man Battle Network Legacy Collection Vol. 1,-50%,"R$ 69,95",82.39%,Apr 2023
826,Super Dungeon Maker,-59%,"R$ 24,59",82.37%,May 2023
827,My Supermarket,-30%,"R$ 17,49",82.37%,Jul 2023
828,MouseCraft,-80%,"R$ 3,99",82.35%,Jul 2014
829,Planet Cube: Edge,-67%,"R$ 15,50",82.35%,Feb 2023
830,Before I Forget,-70%,"R$ 4,97",82.33%,Jul 2020
831,Espresso Tycoon,-29%,"R$ 56,59",82.32%,Jun 2023
832,Avernum 2: Crystal Souls,-70%,"R$ 11,09",82.30%,Jan 2015
833,Mini Settlers,-20%,"R$ 26,39",82.29%,Aug 2024
834,Pocket Stables,-36%,"R$ 11,89",82.28%,Sep 2022
835,恋爱关系/Romance,-40%,"R$ 5,21",82.27%,Sep 2021
836,Death's Hangover,-33%,"R$ 7,29",82.26%,Jan 2017
837,Car For Sale Simulator 2023,-30%,"R$ 38,49",82.24%,Nov 2024
838,Keplerth,-25%,"R$ 35,24",82.21%,May 2022
839,ARCADE GAME SERIES: DIG DUG,-50%,"R$ 14,99",82.19%,Apr 2016
840,Whispered Promises ~ 14 Days of Love with Anna,-20%,"R$ 39,99",82.17%,Feb 2024
841,White Night Dream,-30%,"R$ 2,44",82.16%,Jun 2023
842,Hydrofoil Generation,-50%,"R$ 39,99",82.14%,Nov 2023
843,Neversong,-80%,"R$ 9,79",82.13%,May 2020
844,Incredible Mandy,-60%,"R$ 11,59",82.13%,Nov 2018
845,从0开始的VUP生活,-12%,"R$ 41,35",82.13%,Nov 2024
846,Dream Date,-50%,"R$ 2,24",82.06%,May 2020
847,Fishing Adventure,-86%,"R$ 2,37",82.05%,Nov 2019
848,GRIP: Combat Racing,-90%,"R$ 5,79",82.04%,Nov 2018
849,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,-85%,"R$ 8,39",82.03%,Sep 2014
850,Tom Clancy's Rainbow Six® Vegas 2,-75%,"R$ 7,49",82.02%,Apr 2008
851,Machick,-40%,"R$ 5,99",82.01%,Mar 2024
852,Flashpoint Campaigns: Red Storm Player's Edition,-80%,"R$ 26,99",81.97%,Oct 2013
853,Once',-73%,"R$ 1,75",81.95%,Jan 2019
854,The Many Pieces of Mr. Coo,-55%,"R$ 25,85",81.93%,Sep 2023
855,Barro 2020,-8%,"R$ 4,02",81.93%,Nov 2019
856,Ni no Kuni™ II: Revenant Kingdom,-84%,"R$ 41,26",81.91%,Mar 2018
857,Charming Hearts,-25%,"R$ 24,74",81.89%,Jun 2024
858,Populous™: The Beginning,-50%,"R$ 14,50",81.87%,Mar 2024
859,Gunsmith Simulator,-40%,"R$ 70,38",81.87%,Oct 2024
860,Lost in Secular Love,-45%,"R$ 10,99",81.86%,Oct 2016
861,Wire Lips,-92%,"R$ 2,63",81.85%,Jan 2020
862,Super Woden GP,-51%,"R$ 13,17",81.85%,Sep 2021
863,Azure Striker Gunvolt,-60%,"R$ 11,19",81.82%,Aug 2015
864,Terror At Oakheart,-30%,"R$ 18,54",81.78%,Feb 2024
865,Dragon Spirits 2,-20%,"R$ 35,59",81.74%,Sep 2024
866,Decisive Campaigns: Ardennes Offensive,-50%,"R$ 72,83",81.71%,Feb 2022
867,Master Magistrate,-80%,"R$ 11,59",81.69%,Jun 2020
868,Go Mecha Ball,-50%,"R$ 29,99",81.69%,Jan 2024
869,Garlant: My Story,-10%,"R$ 32,21",81.66%,Sep 2024
870,Space Elite Force,-80%,"R$ 2,09",81.65%,May 2018
871,Nelly Cootalot: Spoonbeaks Ahoy! HD,-50%,"R$ 3,49",81.64%,May 2019
872,"Planes, Bullets and Vodka",-50%,"R$ 1,74",81.64%,Dec 2016
873,Mutropolis,-43%,"R$ 32,62",81.60%,Feb 2021
874,West Sweety,-50%,"R$ 2,24",81.58%,Dec 2019
875,Rebirth! New Lover,-10%,"R$ 26,99",81.57%,Aug 2024
876,Ancient Warfare: The Han Dynasty,-20%,"R$ 41,99",81.56%,Sep 2023
877,24 Solar Terms,-30%,"R$ 10,14",81.55%,Apr 2023
878,Repair this!,-35%,"R$ 16,25",81.53%,Apr 2024
879,Project Nimbus: Complete Edition,-85%,"R$ 3,52",81.52%,Sep 2017
880,Umfend,-90%,"R$ 3,29",81.51%,Oct 2018
881,Main Assembly,-80%,"R$ 11,99",81.50%,Jan 2021
882,Frontier Hunter: Erza’s Wheel of Fortune,-35%,"R$ 48,09",81.50%,Jul 2024
883,Abathor,-20%,"R$ 37,59",81.49%,Jul 2024
884,Union of Gnomes,-10%,"R$ 42,29",81.49%,Jul 2024
885,UBOAT,-70%,"R$ 26,69",81.42%,Aug 2024
886,The Colonists,-55%,"R$ 21,37",81.42%,Oct 2018
887,Summum Aeterna,-75%,"R$ 14,99",81.38%,Sep 2023
888,RPG Maker MZ,-57%,"R$ 113,07",81.38%,Aug 2020
889,Sun Breed,-50%,"R$ 23,49",81.37%,Apr 2024
890,Gnomes Garden,-52%,"R$ 18,50",81.34%,Dec 2015
891,Secret Summer,-50%,"R$ 23,49",81.31%,Jul 2022
892,Motesolo : No Girlfriend Since Birth,-40%,"R$ 29,99",81.31%,Jun 2021
893,Smalland: Survive the Wilds,-60%,"R$ 40,79",81.26%,Feb 2024
894,Hell Let Loose,-50%,"R$ 117,45",81.25%,Jul 2021
895,Keylocker | Turn Based Cyberpunk Action,-10%,"R$ 53,99",81.25%,Sep 2024
896,METALLIC CHILD,-40%,"R$ 44,97",81.24%,Sep 2021
897,Command: Modern Operations,-55%,"R$ 131,12",81.23%,Nov 2019
898,Girls of The Tower,-20%,"R$ 18,80",81.20%,Feb 2024
899,The Agnietta ~The holy healer & the cursed dungeon~,-25%,"R$ 24,74",81.16%,Apr 2023
900,Arrog,-50%,"R$ 4,00",81.15%,Jul 2020
901,Friends vs Friends,-70%,"R$ 9,89",81.14%,May 2023
902,Vagrus - The Riven Realms,-40%,"R$ 56,99",81.14%,Oct 2021
903,Katy and Bob: Safari Cafe,-85%,"R$ 2,54",81.11%,Oct 2017
904,Azure Striker GUNVOLT 3,-50%,"R$ 76,47",81.11%,Oct 2022
905,Flowstone Saga,-20%,"R$ 43,99",81.11%,Sep 2024
906,CHUCHEL,-80%,"R$ 4,99",81.10%,Mar 2018
907,Remember Me,-80%,"R$ 9,99",81.10%,Jun 2013
908,MIGHTY GUNVOLT BURST,-65%,"R$ 10,49",81.10%,Jul 2019
909,Spirittea,-30%,"R$ 41,99",81.10%,Nov 2023
910,Insect Swarm,-25%,"R$ 22,49",81.08%,Sep 2024
911,Midnight Girl,-30%,"R$ 32,89",81.03%,Oct 2023
912,Pacific Drive,-40%,"R$ 62,39",80.98%,Feb 2024
913,Blazing Beaks,-75%,"R$ 7,24",80.97%,May 2019
914,Tomboy: Love in Hot Forge,-33%,"R$ 9,23",80.94%,Feb 2024
915,The Wreck,-50%,"R$ 27,50",80.93%,Mar 2023
916,Tower of Time,-85%,"R$ 7,12",80.92%,Apr 2018
917,Mashiroiro Symphony HD -Sana Edition-,-20%,"R$ 71,19",80.87%,May 2024
918,Growbot,-39%,"R$ 33,94",80.83%,Oct 2021
919,Funny Truck,-50%,"R$ 1,74",80.82%,Jul 2021
920,Ash of Gods: The Way,-55%,"R$ 33,29",80.79%,Apr 2023
921,GOODBYE WORLD,-30%,"R$ 17,42",80.79%,Nov 2022
922,SAMOLIOTIK,-90%,"R$ 1,74",80.77%,Mar 2016
923,Sanfu,-30%,"R$ 25,05",80.77%,Jul 2023
924,👑Idle Calibur：Zero💕（选王之剑：零）,-10%,"R$ 32,21",80.75%,Nov 2024
925,Tchia,-50%,"R$ 51,00",80.72%,Mar 2024
926,WHAT THE CAR?,-26%,"R$ 58,32",80.72%,Sep 2024
927,Pure Rock Crawling,-25%,"R$ 35,24",80.72%,Oct 2024
928,Pocket League Story,-42%,"R$ 10,78",80.70%,Aug 2022
929,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,-76%,"R$ 34,96",80.68%,Aug 2010
930,DeathSpank: Thongs of Virtue,-75%,"R$ 6,24",80.65%,Nov 2010
931,Destropolis,-85%,"R$ 1,85",80.63%,Aug 2020
932,Verdict Guilty - 유죄 평결,-33%,"R$ 7,29",80.63%,Jun 2016
933,Monster Hunter Stories 2: Wings of Ruin,-25%,"R$ 126,75",80.56%,Jul 2021
934,Will Glow the Wisp,-72%,"R$ 1,95",80.55%,Sep 2017
935,Mega Man Legacy Collection 2,-60%,"R$ 26,76",80.53%,Aug 2017
936,Cyberhunt,-50%,"R$ 1,74",80.53%,May 2017
937,Souls of White Star,-60%,"R$ 18,79",80.50%,Mar 2023
938,Phoenotopia: Awakening,-50%,"R$ 29,99",80.50%,Jan 2021
939,Car Mechanic Simulator 2014,-89%,"R$ 2,58",80.48%,Jan 2014
940,Barro 22,-8%,"R$ 4,02",80.48%,Nov 2021
941,Computer Tycoon,-20%,"R$ 30,39",80.47%,Oct 2017
942,Refactor,-60%,"R$ 6,79",80.45%,Mar 2022
943,Paint Girl,-50%,"R$ 2,24",80.42%,Sep 2020
944,Karnage Chronicles,-60%,"R$ 18,39",80.41%,Jul 2020
945,Barro F22,-8%,"R$ 4,02",80.40%,Apr 2022
946,Dead Island Definitive Edition,-85%,"R$ 14,85",80.39%,May 2016
947,Doughlings: Arcade,-85%,"R$ 2,54",80.37%,May 2018
948,Terra Randoma,-35%,"R$ 18,84",80.35%,May 2024
949,Taimanin Yukikaze,-20%,"R$ 37,59",80.35%,Apr 2024
950,SOULCALIBUR VI,-84%,"R$ 58,38",80.33%,Oct 2018
951,Prince of Persia The Lost Crown,-40%,"R$ 119,99",80.33%,Aug 2024
952,Barro F,-8%,"R$ 4,02",80.32%,Feb 2020
953,Barn Finders,-45%,"R$ 20,89",80.30%,Jun 2020
954,BioShock™ Remastered,-75%,"R$ 7,49",80.28%,Sep 2016
955,RIDE 4,-85%,"R$ 29,92",80.24%,Oct 2020
956,Decisive Campaigns: Barbarossa,-70%,"R$ 58,27",80.24%,Nov 2015
957,Barro Racing,-90%,"R$ 1,74",80.21%,Sep 2020
958,MONSTER HUNTER RISE,-75%,"R$ 34,97",80.19%,Jan 2022
959,Resident Evil 3,-75%,"R$ 34,97",80.19%,Apr 2020
960,Not Tonight,-85%,"R$ 5,69",80.17%,Aug 2018
961,The Settlers® : Heritage of Kings - History Edition,-50%,"R$ 17,99",80.17%,Jan 2019
962,Sea of Solitude,-75%,"R$ 27,25",80.16%,Jul 2019
963,Imperiums: Greek Wars,-68%,"R$ 25,59",80.15%,Jul 2020
964,Warstone TD,-75%,"R$ 7,24",80.14%,May 2018
965,Dungeon Travelers: To Heart 2 in Another World,-30%,"R$ 41,99",80.14%,Feb 2024
966,Neon Drive,-85%,"R$ 2,99",80.13%,May 2016
967,Salthe,-80%,"R$ 5,79",80.10%,Sep 2020
968,Pets Hotel,-41%,"R$ 53,71",80.10%,Apr 2023
969,Interplanetary: Enhanced Edition,-85%,"R$ 11,98",80.09%,Aug 2017
970,Mega Man Battle Network Legacy Collection Vol. 2,-50%,"R$ 69,95",80.08%,Apr 2023
971,-The Sacrificial Girl of the Fantasy 3 Kingdoms-,-60%,"R$ 9,95",80.07%,Feb 2022
972,Anonymous Hacker Simulator,-40%,"R$ 35,99",80.06%,Apr 2024
973,筒楼异事,-40%,"R$ 16,13",80.05%,Oct 2022
974,Coffee Shop Tycoon,-60%,"R$ 13,19",80.02%,Dec 2022
975,Manual Samuel - Anniversary Edition,-71%,"R$ 18,38",80.01%,Oct 2016
976,The Witch & The 66 Mushrooms,-50%,"R$ 11,75",80.01%,Nov 2020
977,Rogue Tower,-35%,"R$ 18,84",80.01%,Jan 2022
978,Castle Break,-85%,"R$ 2,54",79.99%,Feb 2019
979,Microcosmum: survival of cells,-50%,"R$ 13,24",79.99%,Jul 2018
980,Far Cry® 5,-85%,"R$ 26,99",79.96%,Mar 2018
981,Guards,-60%,"R$ 4,19",79.96%,Aug 2016
982,True or False 2,-38%,"R$ 6,78",79.92%,Jan 2017
983,Sonority,-35%,"R$ 38,98",79.92%,May 2022
984,Ghostrunner 2,-60%,"R$ 64,79",79.90%,Oct 2023
985,Aquarist,-53%,"R$ 27,35",79.87%,Mar 2024
986,Time Loader,-85%,"R$ 4,49",79.86%,Nov 2021
987,Marvel's Midnight Suns,-85%,"R$ 44,98",79.86%,Dec 2022
988,Your Diary +,-90%,"R$ 4,74",79.84%,Aug 2018
989,Cyber Avenger,-94%,"R$ 3,71",79.81%,Jan 2024
990,Deceive Inc.,-70%,"R$ 17,99",79.81%,Mar 2023
991,Beyond Galaxyland,-34%,"R$ 31,01",79.79%,Sep 2024
992,Puzzle - LINES AND KNOTS,-22%,"R$ 13,25",79.77%,Mar 2020
993,The Backrooms: Survival,-40%,"R$ 19,79",79.76%,Sep 2023
994,The Mean Greens - Plastic Warfare,-90%,"R$ 2,06",79.75%,Dec 2015
995,Resident Evil 0,-75%,"R$ 16,72",79.75%,Jan 2016
996,Puzzle With Your Friends,-50%,"R$ 6,44",79.74%,Apr 2018
997,The Way,-94%,"R$ 2,81",79.70%,May 2016
998,Mirror's Edge™ Catalyst,-75%,"R$ 27,25",79.68%,Jun 2016
999,Romance of the Three Kingdoms IX with Power Up Kit,-66%,"R$ 19,03",79.67%,Oct 2017
1000,SimCity™ 4 Deluxe Edition,-50%,"R$ 29,50",79.66%,Sep 2003
1001,Tiny Thor,-50%,"R$ 29,99",79.65%,Jun 2023
1002,Psebay,-65%,"R$ 6,99",79.64%,Jul 2017
1003,Frozen Synapse,-50%,"R$ 22,99",79.59%,May 2011
1004,The Bloodline,-50%,"R$ 40,49",79.57%,Oct 2023
1005,Super Seducer : How to Talk to Girls,-69%,"R$ 8,33",79.56%,Mar 2018
1006,Peglin,-30%,"R$ 41,99",79.56%,Aug 2024
1007,Xuan-Yuan Sword 2,-50%,"R$ 5,44",79.51%,Feb 1994
1008,Let's play Cards Baccarat,-86%,"R$ 2,37",79.50%,Sep 2024
1009,Super Magbot,-80%,"R$ 10,58",79.48%,Jun 2021
1010,Between Two Worlds,-27%,"R$ 18,21",79.48%,Aug 2022
1011,Digimon World: Next Order,-75%,"R$ 61,97",79.41%,Feb 2023
1012,Gladiator Guild Manager,-50%,"R$ 23,49",79.41%,Jun 2024
1013,Mirror of Heaven,-40%,"R$ 15,89",79.38%,Jun 2024
1014,Wildfrost,-30%,"R$ 41,99",79.38%,Apr 2023
1015,Goosebumps: The Game,-90%,"R$ 2,06",79.36%,Oct 2015
1016,Copycat,-20%,"R$ 31,99",79.36%,Sep 2024
1017,NIMRODS: GunCraft Survivor,-10%,"R$ 29,69",79.33%,Oct 2024
1018,Lyndaria: Lust Adventure,-20%,"R$ 37,59",79.32%,Sep 2024
1019,Intensive Exposure,-90%,"R$ 1,79",79.31%,Sep 2016
1020,Puzzle - STONE BLOCKS,-22%,"R$ 27,91",79.31%,Dec 2020
1021,Sheltered,-80%,"R$ 15,98",79.29%,Mar 2016
1022,Fantasy of Caocao 2,-30%,"R$ 20,99",79.29%,Nov 2023
1023,Chloé’s Requiem -encore-,-50%,"R$ 15,98",79.28%,Jun 2023
1024,RKN Block Me: Telegram,-50%,"R$ 1,74",79.24%,Feb 2019
1025,少女的求生之路,-30%,"R$ 7,62",79.20%,Feb 2020
1026,撩妹模拟器：渣男的秘密,-25%,"R$ 17,62",79.20%,May 2024
1027,Tom Clancy’s Splinter Cell Blacklist,-75%,"R$ 22,49",79.19%,Aug 2013
1028,Strategic Mind: Blitzkrieg,-60%,"R$ 30,19",79.19%,May 2020
1029,Laysara: Summit Kingdom,-20%,"R$ 47,99",79.18%,Apr 2024
1030,Battle Academy,-90%,"R$ 4,69",79.15%,Aug 2010
1031,Pixel Galaxy,-66%,"R$ 3,56",79.14%,Oct 2015
1032,Ocean Keeper: Dome Survival,-50%,"R$ 13,24",79.12%,Jul 2024
1033,Volleyball Fever,-60%,"R$ 11,99",79.10%,Jun 2019
1034,HunterX,-50%,"R$ 14,49",79.09%,Apr 2022
1035,Innocent Grape,-20%,"R$ 18,80",79.08%,Jun 2024
1036,Urban Trial Freestyle,-90%,"R$ 3,49",79.06%,Sep 2013
1037,MEGA MAN X DiVE Offline,-67%,"R$ 42,57",79.04%,Sep 2023
1038,Underland,-50%,"R$ 3,49",79.04%,Feb 2021
1039,Rush for Berlin Gold,-50%,"R$ 4,24",79.03%,Oct 2009
1040,Strategic Mind: Fight for Freedom,-50%,"R$ 39,99",79.01%,May 2021
1041,雪凤山 Secret Opera,-20%,"R$ 13,59",78.99%,Jun 2024
1042,Last Resort Island,-88%,"R$ 2,23",78.98%,Jun 2018
1043,KingSim,-55%,"R$ 9,31",78.98%,May 2020
1044,Summoner,-75%,"R$ 2,12",78.92%,Mar 2001
1045,SimCity™ 3000 Unlimited,-50%,"R$ 12,00",78.89%,Mar 2024
1046,Taimanin Asagi,-20%,"R$ 37,59",78.88%,Oct 2023
1047,Let's play Cards Solitaire,-86%,"R$ 2,37",78.87%,Sep 2024
1048,Fatermyth,-30%,"R$ 23,09",78.87%,Apr 2024
1049,Erannorth Reborn,-75%,"R$ 13,74",78.84%,Oct 2019
1050,8-Bit Armies,-50%,"R$ 23,49",78.82%,Apr 2016
1051,Internet Cafe & Supermarket Simulator 2024,-32%,"R$ 31,95",78.81%,Sep 2024
1052,Thriving City: Song,-30%,"R$ 40,59",78.77%,May 2024
1053,Yooka-Laylee and the Impossible Lair,-90%,"R$ 15,99",78.76%,Oct 2019
1054,Eden's Ritter - Paladins of Ecstasy,-80%,"R$ 11,59",78.76%,Jul 2020
1055,皎月坠落之时,-10%,"R$ 26,99",78.72%,Oct 2024
1056,We Were Here Too,-70%,"R$ 9,89",78.71%,Feb 2018
1057,RPG Maker 2000,-90%,"R$ 7,39",78.68%,Jul 2015
1058,Gnomes Garden 3: The thief of castles,-28%,"R$ 12,79",78.68%,Dec 2016
1059,Penarium,-80%,"R$ 3,99",78.67%,Sep 2015
1060,Mashiroiro Symphony HD -Love is Pure White-,-20%,"R$ 86,39",78.67%,May 2024
1061,Karate Survivor,-10%,"R$ 15,29",78.67%,Oct 2024
1062,Beyond Sunset,-45%,"R$ 30,84",78.64%,Nov 2023
1063,Cooking Simulator VR,-37%,"R$ 42,85",78.57%,Jul 2021
1064,Anglerfish,-70%,"R$ 9,89",78.53%,Nov 2022
1065,In Woods,-40%,"R$ 10,19",78.53%,Aug 2024
1066,Heroine Anthem Zero 2 : Scalescars Oath,-40%,"R$ 22,79",78.51%,Feb 2022
1067,Virtual Pool 4,-40%,"R$ 27,59",78.50%,May 2015
1068,Barro GT,-90%,"R$ 1,74",78.48%,May 2022
1069,Making History: The Calm and the Storm Gold Edition,-75%,"R$ 4,24",78.48%,Jul 2008
1070,Mr. Prepper,-46%,"R$ 59,91",78.45%,Mar 2021
1071,Three Kingdom: The Journey,-45%,"R$ 14,78",78.45%,Apr 2023
1072,Tomboy: Sex in the Forest,-33%,"R$ 9,23",78.44%,Apr 2024
1073,Need for Speed™ Hot Pursuit Remastered,-75%,"R$ 37,25",78.43%,Nov 2020
1074,Ship Graveyard Simulator 2,-35%,"R$ 70,81",78.43%,Aug 2023
1075,Oneiros,-70%,"R$ 5,09",78.42%,Mar 2020
1076,Worms,-80%,"R$ 2,79",78.37%,Oct 1995
1077,Fae Farm,-25%,"R$ 66,74",78.36%,Sep 2023
1078,Siege of Dungeon,-30%,"R$ 29,39",78.35%,Nov 2023
1079,Back to Bed,-80%,"R$ 2,39",78.34%,Aug 2014
