row_id,Game Name,Discount,Price,Rating,Release Date
351,Saviors of Sapphire Wings / Stranger of Sword City Revisited,-70%,"R$ 40,49",60.87%,Mar 2021
352,Moto Racer 4,-90%,"R$ 2,89",60.47%,Nov 2016
353,妄想破绽 Broken Delusion,-65%,"R$ 5,07",60.10%,Nov 2019
354,Arkanoid - Eternal Battle,-90%,"R$ 3,49",60.08%,Oct 2022
355,Little King's Story,-75%,"R$ 7,24",59.57%,Aug 2016
356,Dracula 4 and 5 - Special Steam Edition,-80%,"R$ 3,19",58.62%,May 2014
357,Asterix & Obelix XXL 3 - The Crystal Menhir,-90%,"R$ 5,29",58.45%,Nov 2019
358,Agatha Christie - Hercule Poirot: The London Case,-70%,"R$ 23,99",57.67%,Aug 2023
359,eXperience 112,-90%,"R$ 1,99",57.12%,Sep 2007
360,Subject 13,-90%,"R$ 1,99",56.97%,May 2015
361,The Egyptian Prophecy: The Fate of Ramses,-70%,"R$ 3,14",55.64%,Mar 2004
362,Raiden Legacy - Steam Edition,-80%,"R$ 6,59",55.42%,Dec 2015
363,Post Mortem,-85%,"R$ 2,39",55.18%,Nov 2002
364,Gods vs Humans,-60%,"R$ 4,19",54.82%,Sep 2013
365,Gevaudan,-70%,"R$ 1,88",54.16%,Jun 2017
366,Hidden Object - 12 in 1 bundle,-80%,"R$ 2,39",54.06%,Sep 2016
367,Double Dragon Trilogy,-80%,"R$ 4,09",54.05%,Jan 2015
368,Tintin Reporter - Cigars of the Pharaoh,-60%,"R$ 43,19",53.40%,Nov 2023
369,Who Wants To Be A Millionaire,-80%,"R$ 11,59",51.96%,Oct 2020
370,Dracula: The Resurrection,-90%,"R$ 1,99",50.00%,Apr 2014
371,Hospital Manager,-80%,"R$ 2,09",47.06%,Feb 2014
372,Dungeons,-90%,"R$ 8,90",45.80%,Feb 2011
373,Still Life 2,-85%,"R$ 2,39",45.74%,Aug 2009
374,Moto Racer Collection,-90%,"R$ 1,99",45.40%,Nov 2011
375,Necronomicon: The Dawning of Darkness,-80%,"R$ 2,09",43.42%,Jun 2001
376,Dungeons - The Dark Lord,-90%,"R$ 3,90",40.68%,Sep 2011
377,ALPAGES : THE FIVE BOOKS,-20%,"R$ 1,75",38.66%,Oct 2015
378,Dracula 3: The Path of the Dragon,-90%,"R$ 1,99",37.86%,Apr 2014
379,XIII,-90%,"R$ 5,29",35.84%,Nov 2020
380,Dracula 2: The Last Sanctuary,-90%,"R$ 1,99",33.53%,Feb 2001
381,A Short Hike,-35%,"R$ 10,78",96.60%,Jul 2019
382,Mount & Blade: Warband,-75%,"R$ 19,99",96.45%,Mar 2010
383,Dyson Sphere Program,-10%,"R$ 44,43",96.07%,Jan 2021
384,Garry's Mod,-40%,"R$ 15,59",96.04%,Nov 2006
385,Rhythm Doctor,-10%,"R$ 44,99",95.99%,Feb 2021
386,Undertale,-70%,"R$ 5,99",95.55%,Sep 2015
387,The Witcher 3: Wild Hunt,-75%,"R$ 32,49",95.31%,May 2015
388,Lil Gator Game,-45%,"R$ 32,99",95.08%,Dec 2022
389,Underground Blossom,-50%,"R$ 8,49",94.76%,Sep 2023
390,Crime Scene Cleaner,-47%,"R$ 55,78",94.69%,Aug 2024
391,Devil May Cry 5,-67%,"R$ 32,96",94.49%,Mar 2019
392,Dorfromantik,-14%,"R$ 26,24",94.40%,Apr 2022
393,Dying Light,-70%,"R$ 22,49",94.27%,Jan 2015
394,Marco & The Galaxy Dragon,-60%,"R$ 23,99",94.24%,Feb 2020
395,Titanfall® 2,-84%,"R$ 14,24",94.22%,Oct 2016
396,Tiny Glade,-10%,"R$ 42,29",94.16%,Sep 2024
397,Kenshi,-60%,"R$ 23,19",93.91%,Dec 2018
398,DREDGE,-40%,"R$ 58,19",93.87%,Mar 2023
399,It Takes Two,-65%,"R$ 69,65",93.80%,Mar 2021
400,Resident Evil 7 Biohazard,-60%,"R$ 26,76",93.70%,Jan 2017
401,OPUS: Echo of Starsong - Full Bloom Edition,-50%,"R$ 36,99",93.57%,Sep 2021
402,Hypnospace Outlaw,-70%,"R$ 11,39",93.32%,Mar 2019
403,Machinarium,-80%,"R$ 10,99",93.05%,Oct 2009
404,Pilgrims,-75%,"R$ 4,99",93.04%,Oct 2019
405,Yoku's Island Express,-80%,"R$ 20,98",92.66%,May 2018
406,XCOM: Enemy Unknown,-80%,"R$ 13,99",92.63%,Oct 2012
407,BioShock Infinite,-75%,"R$ 22,49",92.53%,Mar 2013
408,PAC-MAN™ Championship Edition DX+,-70%,"R$ 7,49",92.44%,Sep 2013
409,A Dance of Fire and Ice,-20%,"R$ 9,91",92.44%,Jan 2019
410,CARRION,-21%,"R$ 50,38",92.43%,Jul 2020
411,Botanicula,-80%,"R$ 7,99",92.39%,May 2012
412,Coffee Talk,-50%,"R$ 20,99",92.39%,Jan 2020
413,"Warhammer 40,000: Dawn of War - Anniversary Edition",-80%,"R$ 17,80",92.29%,Jan 2006
414,BROK the InvestiGator,-40%,"R$ 29,99",92.21%,Aug 2022
415,BioShock™,-75%,"R$ 7,49",92.19%,Aug 2007
416,Rain World,-26%,"R$ 71,98",92.17%,Mar 2017
417,The Procession to Calvary,-55%,"R$ 13,49",92.07%,Apr 2020
418,Dead Space™ 2,-80%,"R$ 11,80",91.99%,Jan 2011
419,Descenders,-75%,"R$ 11,87",91.92%,May 2019
420,Shogun Showdown,-20%,"R$ 37,59",91.87%,Sep 2024
421,Zuma Deluxe,-75%,"R$ 2,47",91.81%,Aug 2006
422,Leap of Faith,-25%,"R$ 26,84",91.75%,Feb 2022
423,Doom & Destiny,-70%,"R$ 8,99",91.74%,Aug 2011
424,When The Past Was Around,-40%,"R$ 15,89",91.73%,Sep 2020
425,Creaks,-75%,"R$ 13,74",91.42%,Jul 2020
426,Necesse,-35%,"R$ 30,54",91.39%,Dec 2019
427,Worms Armageddon,-80%,"R$ 15,98",91.38%,May 1999
428,Mass Effect (2007),-67%,"R$ 52,47",91.35%,May 2008
429,Warsim: The Realm of Aslona,-50%,"R$ 14,99",91.30%,Dec 2022
430,Assetto Corsa,-75%,"R$ 14,99",91.29%,Dec 2014
431,Endling - Extinction is Forever,-35%,"R$ 99,43",91.29%,Jul 2022
432,DmC: Devil May Cry,-75%,"R$ 24,97",91.18%,Jan 2013
433,Megaquarium,-60%,"R$ 29,59",91.16%,Sep 2018
434,The Political Process,-20%,"R$ 23,19",91.10%,Nov 2019
435,Trepang2,-50%,"R$ 73,50",90.98%,Jun 2023
436,BRAZILIAN DRUG DEALER 3: I OPENED A PORTAL TO HELL IN THE FAVELA TRYING TO REVIVE MIT AIA I NEED TO CLOSE IT,-20%,"R$ 12,00",90.96%,Sep 2024
437,Staffer Case: A Supernatural Mystery Adventure,-31%,"R$ 26,55",90.91%,Apr 2023
438,Terminus: Zombie Survivors,-25%,"R$ 44,99",90.88%,Aug 2024
439,SPORE™,-75%,"R$ 14,75",90.82%,Dec 2008
440,Samorost 3,-80%,"R$ 10,99",90.80%,Mar 2016
441,RPG Maker VX Ace,-90%,"R$ 18,89",90.78%,Dec 2012
442,Chicken Police - Paint it RED!,-50%,"R$ 32,49",90.77%,Nov 2020
443,Zuma's Revenge!,-75%,"R$ 2,47",90.67%,Sep 2009
444,Trackmania United Forever,-50%,"R$ 44,99",90.65%,Apr 2008
445,Bendy and the Dark Revival,-75%,"R$ 14,49",90.64%,Nov 2022
446,Kao the Kangaroo: Round 2 (2003 re-release),-50%,"R$ 4,99",90.64%,Jun 2019
447,The Crimson Diamond,-10%,"R$ 26,09",90.63%,Aug 2024
448,Assetto Corsa Competizione,-70%,"R$ 47,70",90.57%,May 2019
449,Brigador: Up-Armored Edition,-64%,"R$ 16,55",90.52%,Jun 2016
450,SKALD: Against the Black Priory,-20%,"R$ 37,59",90.49%,May 2024
451,The Chrono Jotter,-50%,"R$ 21,00",90.42%,Aug 2021
452,风信楼,-10%,"R$ 29,97",90.39%,Oct 2021
453,Overlord™,-75%,"R$ 2,12",90.36%,Jun 2007
454,Four Last Things,-75%,"R$ 7,49",90.34%,Feb 2017
455,The Advisor - Episode 1: Royal Pain,-20%,"R$ 8,39",90.31%,May 2021
456,Zniw Adventure,-20%,"R$ 14,87",90.30%,Nov 2020
457,Core Keeper,-25%,"R$ 44,99",90.28%,Aug 2024
458,Victoria II,-75%,"R$ 17,99",90.23%,Aug 2010
459,Lucy Dreaming,-30%,"R$ 25,89",90.17%,Oct 2022
460,Depersonalization,-25%,"R$ 44,99",90.07%,Aug 2024
461,Sumire,-85%,"R$ 3,07",90.04%,May 2021
462,Car Mechanic Simulator 2015,-90%,"R$ 4,59",90.02%,Apr 2015
463,Tom Clancy's Splinter Cell Chaos Theory®,-75%,"R$ 7,49",89.96%,Mar 2005
464,Priest Simulator: Vampire Show,-45%,"R$ 59,38",89.96%,Oct 2022
465,WHAT THE GOLF?,-66%,"R$ 12,91",89.93%,Oct 2020
466,Resident Evil,-75%,"R$ 16,72",89.86%,Jan 2015
467,Staffer Reborn,-26%,"R$ 7,76",89.83%,Apr 2024
468,Full Service,-25%,"R$ 56,61",89.83%,Mar 2020
469,Dead Space (2008),-60%,"R$ 23,60",89.76%,Oct 2008
470,Nightmare Frames,-30%,"R$ 29,39",89.65%,Jun 2022
471,Tree Simulator 2023,-90%,"R$ 2,64",89.63%,Apr 2022
472,Devil May Cry HD Collection,-67%,"R$ 32,96",89.51%,Mar 2018
473,A Tiny Sticker Tale,-28%,"R$ 23,75",89.46%,Oct 2023
474,Dungeon Keeper™ 2,-50%,"R$ 14,50",89.44%,Mar 2024
475,Mass Effect™ Legendary Edition,-85%,"R$ 37,35",89.42%,May 2021
476,The Vale: Shadow of the Crown,-50%,"R$ 18,99",89.41%,Aug 2021
477,You Can Kana - Learn Japanese Hiragana & Katakana,-65%,"R$ 7,24",89.40%,Aug 2021
478,Mount & Blade,-75%,"R$ 9,99",89.35%,Sep 2008
479,Once Upon a Jester,-60%,"R$ 15,99",89.31%,Nov 2022
480,Onimusha: Warlords,-50%,"R$ 39,50",89.31%,Jan 2019
481,Monster Sanctuary,-75%,"R$ 34,99",89.28%,Dec 2020
482,Broken Sword - Shadow of the Templars: Reforged,-15%,"R$ 75,64",89.27%,Sep 2024
483,Gerda: A Flame in Winter,-65%,"R$ 24,49",89.26%,Sep 2022
484,The Journey - Episode 1: Whatever This Is,-20%,"R$ 5,59",89.18%,Apr 2021
485,Whispers of a Machine,-80%,"R$ 9,39",89.12%,Apr 2019
486,THE LONGING,-30%,"R$ 31,97",89.11%,Mar 2020
487,The Shell Part II: Purgatorio,-20%,"R$ 59,19",89.10%,Apr 2024
488,Night Reverie,-35%,"R$ 21,44",89.09%,Oct 2021
489,RPG Maker XP,-90%,"R$ 7,39",89.08%,Sep 2005
490,Wild Animal Racing,-25%,"R$ 10,49",88.94%,Mar 2016
491,Command & Conquer™ Remastered Collection,-70%,"R$ 32,70",88.86%,Jun 2020
492,Robot Roller-Derby Disco Dodgeball,-80%,"R$ 6,59",88.85%,Feb 2015
493,Overlord™: Raising Hell,-75%,"R$ 4,24",88.81%,Feb 2008
494,Ogu and the Secret Forest,-20%,"R$ 59,99",88.71%,Jul 2024
495,Soulstone Survivors,-30%,"R$ 20,99",88.67%,Nov 2022
496,Figment 2: Creed Valley,-80%,"R$ 13,30",88.63%,Mar 2023
497,Regency Solitaire,-57%,"R$ 14,18",88.63%,May 2015
498,Uncover the Smoking Gun,-30%,"R$ 41,99",88.63%,Jun 2024
499,Grow Home,-75%,"R$ 5,99",88.58%,Feb 2015
500,Chicken Journey,-35%,"R$ 21,44",88.57%,Aug 2023
501,DeathSpank,-75%,"R$ 14,75",88.55%,Oct 2010
502,CONSCRIPT,-35%,"R$ 56,16",88.47%,Jul 2024
503,With My Past,-20%,"R$ 23,99",88.47%,May 2024
504,Savant - Ascent,-50%,"R$ 3,49",88.45%,Dec 2013
505,Nyan Cat: Lost In Space,-50%,"R$ 5,44",88.40%,Dec 2015
506,Far Cry 3,-75%,"R$ 14,99",88.39%,Dec 2012
507,Knights of Honor,-75%,"R$ 8,99",88.39%,May 2005
508,Chihiro Himukai Always Walks Away,-80%,"R$ 7,59",88.35%,Jul 2021
509,RPG Maker MV,-85%,"R$ 32,24",88.34%,Oct 2015
510,Bug & Seek,-34%,"R$ 31,01",88.29%,Dec 2023
511,The Witcher 2: Assassins of Kings Enhanced Edition,-85%,"R$ 8,99",88.28%,May 2011
512,Lil' Guardsman,-30%,"R$ 41,99",88.28%,Jan 2024
513,Elsinore,-50%,"R$ 10,34",88.20%,Jul 2019
514,VIDEOVERSE,-33%,"R$ 28,13",88.20%,Aug 2023
515,Art Reborn: Painting Connoisseur,-20%,"R$ 18,80",88.13%,Aug 2023
516,Astrologaster,-60%,"R$ 8,00",88.11%,May 2019
517,Age of History II,-50%,"R$ 8,49",88.07%,Nov 2018
518,Star Leaping Story,-21%,"R$ 26,07",88.06%,May 2024
519,Coloring Game: Pixel,-50%,"R$ 8,49",88.02%,Oct 2019
520,Nobody Saves the World,-60%,"R$ 29,59",87.97%,Jan 2022
521,Alice: Madness Returns,-85%,"R$ 7,35",87.96%,Jun 2011
522,100 hidden birds,-70%,"R$ 2,09",87.92%,Dec 2020
523,The Apocalypse Sacrifice,-10%,"R$ 23,40",87.92%,Oct 2024
524,Hidden Cats in Santa's Realm,-10%,"R$ 12,41",87.92%,Dec 2023
525,Regency Solitaire II,-32%,"R$ 31,95",87.87%,Feb 2024
526,Like Dreamer,-40%,"R$ 26,69",87.85%,Jul 2022
527,SLUDGE LIFE,-80%,"R$ 9,39",87.83%,Jun 2021
528,Heroines of Swords & Spells,-50%,"R$ 11,75",87.83%,Mar 2020
529,Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,-70%,"R$ 47,70",87.78%,May 2022
530,Offroad Mania,-52%,"R$ 12,71",87.70%,Feb 2020
531,Boyfriend Dungeon,-50%,"R$ 29,99",87.68%,Aug 2021
532,OPUS: Rocket of Whispers,-50%,"R$ 23,49",87.65%,Feb 2018
533,Tom Clancy's Rainbow Six® 3 Gold,-75%,"R$ 7,49",87.64%,Mar 2003
534,STAR WARS Jedi: Fallen Order™,-80%,"R$ 39,80",87.62%,Nov 2019
535,Bad Dream: Coma,-75%,"R$ 7,49",87.61%,Mar 2017
536,A Juggler's Tale,-80%,"R$ 10,99",87.58%,Sep 2021
537,Going Under,-75%,"R$ 26,22",87.57%,Sep 2020
538,Orbox C,-50%,"R$ 1,74",87.55%,Dec 2016
539,AMANATSU ~Perfect Edition~,-20%,"R$ 47,99",87.55%,May 2024
540,Factory Town,-60%,"R$ 23,99",87.53%,Nov 2021
541,Sweet Shine,-26%,"R$ 14,57",87.53%,Aug 2021
542,RPG Maker 2003,-90%,"R$ 5,99",87.50%,Apr 2015
543,theHunter: Call of the Wild™,-70%,"R$ 17,99",87.49%,Feb 2017
544,Cats and the Other Lives,-60%,"R$ 23,99",87.44%,Nov 2022
545,Grow Up,-75%,"R$ 7,49",87.43%,Aug 2016
546,The Office Quest,-50%,"R$ 9,29",87.40%,May 2018
547,Let's! Revolution!,-40%,"R$ 35,99",87.39%,Jul 2023
548,Unravel,-75%,"R$ 27,25",87.35%,Feb 2016
549,Trover Saves the Universe,-67%,"R$ 19,13",87.35%,Jun 2019
550,CosmoDreamer,-40%,"R$ 15,89",87.35%,Oct 2020
551,UsoNatsu ~The Summer Romance Bloomed From A Lie~,-30%,"R$ 51,79",87.32%,Nov 2023
552,Candleman: The Complete Journey,-55%,"R$ 13,04",87.31%,Feb 2018
553,Mondealy,-47%,"R$ 20,39",87.31%,Aug 2023
554,Easy Red 2,-20%,"R$ 23,99",87.27%,Nov 2020
555,Why Am I Dead At Sea,-40%,"R$ 6,29",87.26%,May 2015
556,Papetura,-46%,"R$ 16,19",87.24%,May 2021
557,Arcadia Fallen,-66%,"R$ 25,15",87.23%,Nov 2021
558,Kimi no Hitomi ni Hit Me,-27%,"R$ 64,96",87.22%,Sep 2024
559,Penguin Helper,-40%,"R$ 4,19",87.19%,Sep 2024
560,Fish Game,-25%,"R$ 55,49",87.19%,Oct 2023
561,HUMANITY,-40%,"R$ 53,39",87.18%,May 2023
562,Toy Shire,-10%,"R$ 29,69",87.18%,Aug 2024
563,Genome Guardian,-8%,"R$ 31,06",87.13%,May 2024
564,GLAD VALAKAS SIMULATOR,-50%,"R$ 1,74",87.07%,Jun 2018
565,Ultimate Fishing Simulator,-90%,"R$ 5,99",87.06%,Aug 2018
566,Sumatra: Fate of Yandi,-60%,"R$ 10,59",87.05%,May 2019
567,Mount & Blade II: Bannerlord,-40%,"R$ 119,99",87.02%,Oct 2022
568,Isolomus,-50%,"R$ 1,74",87.01%,Dec 2020
569,IS Defense,-52%,"R$ 11,46",87.00%,Apr 2016
570,Rayman® Legends,-80%,"R$ 17,99",86.99%,Sep 2013
571,Magicraft,-20%,"R$ 39,99",86.98%,Nov 2024
572,Xuan-Yuan Sword: Dance of the Maple Leaves,-50%,"R$ 8,50",86.96%,Jan 1995
573,Devil May Cry 4 Special Edition,-70%,"R$ 25,17",86.95%,Jun 2015
574,Ooblets,-20%,"R$ 71,19",86.93%,Oct 2023
575,Golf With Your Friends,-68%,"R$ 25,56",86.92%,May 2020
576,Mecha Knights: Nightmare,-55%,"R$ 22,49",86.90%,Aug 2021
577,Castle in The Clouds DX,-25%,"R$ 31,49",86.89%,Oct 2021
578,Exo One,-70%,"R$ 15,74",86.88%,Nov 2021
579,Hidden Capybaras with Orange,-20%,"R$ 5,59",86.87%,Dec 2023
580,911 Operator,-70%,"R$ 8,39",86.85%,Feb 2017
581,Nelly Cootalot: The Fowl Fleet,-50%,"R$ 29,54",86.83%,Mar 2016
582,Bendy and the Ink Machine,-75%,"R$ 9,49",86.80%,Feb 2017
583,Unboxing the Cryptic Killer,-30%,"R$ 14,34",86.79%,Apr 2023
584,Stick to the Plan,-45%,"R$ 21,16",86.76%,Sep 2023
585,Little Friends: Puppy Island,-50%,"R$ 53,99",86.74%,Jun 2023
586,Lost Potato,-50%,"R$ 5,24",86.72%,Aug 2020
587,High On Life,-35%,"R$ 70,19",86.67%,Dec 2022
588,LUNA The Shadow Dust,-28%,"R$ 38,61",86.64%,Feb 2020
589,Agatha Knife,-60%,"R$ 15,39",86.62%,Apr 2017
590,100 hidden birds 2,-80%,"R$ 2,09",86.60%,Oct 2021
591,Retail Company Simulator,-30%,"R$ 26,94",86.59%,Aug 2024
592,Chippy,-34%,"R$ 19,13",86.57%,Jun 2019
593,The Forest Quartet,-80%,"R$ 6,59",86.56%,Dec 2022
594,Grand Theft Auto V,-22%,"R$ 42,76",86.55%,Apr 2015
595,Godrop,-15%,"R$ 25,49",86.55%,Apr 2024
596,Rust,-40%,"R$ 62,09",86.54%,Feb 2018
597,The Legend of The Sacred Stone EX,-30%,"R$ 11,61",86.52%,Mar 2022
598,Battle Brothers,-50%,"R$ 34,99",86.46%,Mar 2017
599,Happy Game,-70%,"R$ 10,25",86.45%,Oct 2021
600,112 Operator,-70%,"R$ 14,24",86.41%,Apr 2020
601,Mining Mechs,-34%,"R$ 6,59",86.40%,Oct 2023
602,Romeow: in the cracked world,-20%,"R$ 2,79",86.37%,Mar 2021
603,Operation Warcade VR,-65%,"R$ 12,94",86.36%,Jun 2017
604,Super Trench Attack!,-33%,"R$ 7,02",86.36%,Jul 2014
605,An English Haunting,-10%,"R$ 40,04",86.36%,May 2024
606,Boris and the Dark Survival,-67%,"R$ 2,14",86.30%,Feb 2020
607,Mega Man 11,-67%,"R$ 32,96",86.30%,Oct 2018
608,CARNAGE OFFERING Tower Defense,-70%,"R$ 9,89",86.29%,Sep 2023
609,Merry Glade,-80%,"R$ 2,09",86.28%,May 2018
610,"Warhammer 40,000: Dawn of War II - Anniversary Edition",-80%,"R$ 26,99",86.23%,Feb 2009
611,Afterdream,-30%,"R$ 25,05",86.20%,Sep 2023
612,SPORE™ Galactic Adventures,-75%,"R$ 14,75",86.18%,Jun 2009
613,Inspector Waffles,-60%,"R$ 16,79",86.18%,Mar 2021
614,Ad Fundum,-25%,"R$ 17,62",86.14%,Jun 2024
615,Mewing Simulator 🤫🧏🏻‍♂️,-20%,"R$ 2,79",86.13%,Aug 2024
616,Tales of Arise,-50%,"R$ 153,75",86.12%,Sep 2021
617,Gas Station Simulator,-30%,"R$ 41,99",86.10%,Sep 2021
618,TrackMania² Stadium,-50%,"R$ 14,99",86.08%,Feb 2013
619,Inkbound,-40%,"R$ 53,39",86.08%,Apr 2024
620,Draft of Darkness,-50%,"R$ 23,49",86.07%,Aug 2023
621,Trans-Siberian Railway Simulator,-22%,"R$ 46,79",86.03%,May 2024
622,Rogue Voltage,-20%,"R$ 39,99",86.03%,May 2024
623,A Way Out,-80%,"R$ 17,80",86.01%,Mar 2018
624,Overlord II,-75%,"R$ 4,24",85.98%,Jun 2009
625,Mirror's Edge™,-75%,"R$ 27,25",85.97%,Jan 2009
626,Dungeon Keeper Gold™,-50%,"R$ 14,50",85.97%,Mar 2024
627,Lord Winklebottom Investigates,-50%,"R$ 18,49",85.97%,Jul 2022
628,Sid Meier's Alpha Centauri™ Planetary Pack,-50%,"R$ 14,50",85.96%,Mar 2024
629,ACE COMBAT™ 7: SKIES UNKNOWN,-84%,"R$ 36,78",85.92%,Jan 2019
630,Tales From Space: Mutant Blobs Attack,-75%,"R$ 8,24",85.92%,Aug 2012
631,MUSYNX,-75%,"R$ 3,44",85.91%,Dec 2018
632,Wanba Warriors,-70%,"R$ 5,09",85.89%,Mar 2020
633,Gibbous - A Cthulhu Adventure,-70%,"R$ 17,99",85.89%,Aug 2019
634,STAR WARS™ Battlefront™ II,-75%,"R$ 39,75",85.88%,Nov 2017
635,Lost in Random™,-75%,"R$ 39,75",85.87%,Sep 2021
636,Mount & Blade: With Fire & Sword,-75%,"R$ 9,99",85.87%,May 2011
637,Far Cry 3 - Blood Dragon,-75%,"R$ 11,24",85.85%,May 2013
638,Fhtagn Simulator,-50%,"R$ 8,29",85.84%,Oct 2022
639,TEVI,-13%,"R$ 88,38",85.77%,Nov 2023
640,Dice Player One,-11%,"R$ 41,82",85.75%,Sep 2024
641,The Spire of Mech Zero,-40%,"R$ 19,79",85.74%,Nov 2024
642,Cat and Ghostly Road,-50%,"R$ 16,49",85.71%,Feb 2020
643,Northgard,-75%,"R$ 14,49",85.66%,Mar 2018
644,Everybody Wham Wham,-60%,"R$ 6,63",85.66%,Jan 2021
645,Fell Seal: Arbiter's Mark,-34%,"R$ 88,18",85.63%,Apr 2019
646,Research Story,-15%,"R$ 23,79",85.62%,Feb 2023
647,Radical Rabbit Stew,-90%,"R$ 3,09",85.59%,Jul 2020
648,Dream Swing,-67%,"R$ 3,46",85.55%,Jul 2023
649,Worms Ultimate Mayhem,-80%,"R$ 4,99",85.54%,Sep 2011
650,Vojo,-50%,"R$ 1,74",85.52%,Apr 2021
651,Soulestination,-50%,"R$ 5,24",85.51%,Jan 2021
652,UBERMOSH,-50%,"R$ 1,74",85.51%,Aug 2015
653,Wars and Warriors: Joan of Arc,-75%,"R$ 3,49",85.47%,Feb 2004
654,Driver® Parallel Lines,-75%,"R$ 7,49",85.47%,Jun 2007
655,Godzilla Voxel Wars,-30%,"R$ 32,89",85.45%,Oct 2023
656,Unlock The Cat,-50%,"R$ 3,49",85.42%,Mar 2021
657,Battlefield™ 1,-85%,"R$ 29,85",85.39%,Oct 2016
658,SPORE™ Creepy & Cute Parts Pack,-75%,"R$ 14,75",85.38%,Dec 2008
659,Resident Evil 5,-75%,"R$ 21,00",85.35%,Sep 2009
660,Doom & Destiny Advanced,-70%,"R$ 8,99",85.29%,Nov 2016
661,Red Matter,-45%,"R$ 35,02",85.29%,Nov 2018
662,BANG! BANG! Totally Accurate Redneck Simulator,-50%,"R$ 1,74",85.26%,May 2020
663,Starstruck: Hands of Time,-20%,"R$ 47,99",85.23%,Sep 2024
664,Super Woden GP 2,-21%,"R$ 39,87",85.22%,Nov 2023
665,Broken Sword 5 - the Serpent's Curse,-80%,"R$ 8,99",85.17%,Jun 2014
666,Green Hell,-67%,"R$ 27,06",85.16%,Sep 2019
667,MechaNika,-75%,"R$ 3,44",85.13%,Jul 2015
668,Plot of the Druid,-70%,"R$ 8,69",85.13%,Nov 2022
669,Savant - Ascent REMIX,-60%,"R$ 13,19",85.10%,Sep 2023
670,Goodbye Volcano High,-33%,"R$ 59,62",85.10%,Aug 2023
671,HimeYoku: A Sacrifice of Lust and Grace,-50%,"R$ 18,99",85.08%,Sep 2022
672,Portal of Evil: Stolen Runes Collector's Edition,-85%,"R$ 2,54",85.07%,May 2015
673,Archaica: The Path of Light,-60%,"R$ 11,19",85.05%,Sep 2017
674,Journey To The Savage Planet,-70%,"R$ 29,70",84.99%,Jan 2021
675,Mayhem Brawler,-67%,"R$ 19,79",84.98%,Aug 2021
676,Neon Abyss,-75%,"R$ 26,22",84.97%,Jul 2020
677,King of Retail,-60%,"R$ 30,85",84.96%,Sep 2022
678,Magical Diary: Horse Hall,-65%,"R$ 16,44",84.94%,May 2012
679,Coloring Game: Girls,-50%,"R$ 20,99",84.94%,Jul 2022
680,DuckTales: Remastered,-75%,"R$ 7,49",84.91%,Aug 2013
681,Vampire Hunters,-25%,"R$ 35,24",84.86%,Oct 2024
682,Journey of Greed,-60%,"R$ 9,40",84.85%,Oct 2019
683,Mini Words - minimalist puzzle,-30%,"R$ 4,89",84.85%,Oct 2019
684,"Magical Mic Duel: Senpai, Hear My Spell",-50%,"R$ 11,75",84.84%,May 2024
685,Battlefield 4™,-90%,"R$ 19,90",84.77%,Oct 2013
686,ARCADE GAME SERIES: GALAGA,-50%,"R$ 14,99",84.77%,Apr 2016
687,Worms Revolution,-80%,"R$ 15,98",84.76%,Oct 2012
688,Shardlight,-70%,"R$ 8,39",84.76%,Mar 2016
689,Tamayura Mirai,-40%,"R$ 35,99",84.76%,May 2023
690,Gunvolt Chronicles: Luminous Avenger iX,-50%,"R$ 14,49",84.71%,Sep 2019
691,Gujian3(古剑奇谭三),-50%,"R$ 28,99",84.71%,Dec 2018
692,Flood of Light,-50%,"R$ 4,19",84.65%,Jun 2017
693,Arranger: A Role-Puzzling Adventure,-25%,"R$ 37,50",84.64%,Jul 2024
694,Zet Zillions,-30%,"R$ 23,09",84.63%,May 2024
695,Virtua Unlimited Project,-20%,"R$ 28,63",84.62%,Apr 2024
696,King Of The Castle,-50%,"R$ 17,99",84.60%,Mar 2023
697,Military Conflict: Vietnam,-30%,"R$ 27,99",84.60%,Dec 2022
698,"Yes, Your Grace",-75%,"R$ 9,49",84.59%,Mar 2020
699,Street Fighter™ 6,-50%,"R$ 124,50",84.59%,Jun 2023
700,Verdun,-80%,"R$ 11,99",84.57%,Apr 2015
701,Bum Simulator,-50%,"R$ 17,49",84.57%,May 2023
702,Love of Magic Book 2: The War,-40%,"R$ 17,39",84.55%,May 2022
703,Chessarama,-25%,"R$ 22,49",84.55%,Dec 2023
704,Nope Nope Nope Nope Nurses,-20%,"R$ 47,99",84.51%,Oct 2023
705,T-Minus 30,-65%,"R$ 10,49",84.49%,Aug 2021
706,Girl and Goblin,-40%,"R$ 4,19",84.49%,Jan 2019
707,Wild Animal Sports Day,-25%,"R$ 12,74",84.48%,Aug 2018
708,Capcom Fighting Collection,-60%,"R$ 67,96",84.46%,Jun 2022
709,Warrior Kings: Battles,-80%,"R$ 5,99",84.45%,Sep 2003
710,Jumbo Airport Story,-32%,"R$ 12,64",84.44%,Jun 2023
711,Overboard!,-50%,"R$ 14,49",84.42%,Jun 2021
712,ARCADE GAME SERIES: PAC-MAN,-50%,"R$ 14,99",84.41%,Apr 2016
713,Figment,-80%,"R$ 7,39",84.40%,Sep 2017
714,Femboy Aim Trainer,-10%,"R$ 3,14",84.40%,Jun 2024
